state,district,year,season,crop,area_hectares,production_tonnes,yield_tonnes_per_hectare,source_type
Tamil Nadu,Thanjavur,2018,Rabi,Groundnut,2333.58,3659.51,1.568,synthetic_prototype
Tamil Nadu,Thanjavur,2018,Summer,Millet,2279.46,4876.96,2.14,synthetic_prototype
Tamil Nadu,Thanjavur,2018,Summer,Maize,2325.38,8164.45,3.511,synthetic_prototype
Tamil Nadu,Thanjavur,2018,Summer,Groundnut,1591.92,3127.81,1.965,synthetic_prototype
Tamil Nadu,The Nilgiris,2018,Kharif,Millet,2367.17,4923.65,2.08,synthetic_prototype
Tamil Nadu,The Nilgiris,2018,Kharif,Maize,5093.67,20188.52,3.963,synthetic_prototype
Tamil Nadu,The Nilgiris,2018,Kharif,Cotton,4417.08,8717.56,1.974,synthetic_prototype
Tamil Nadu,The Nilgiris,2018,Kharif,Groundnut,4729.17,10624.24,2.247,synthetic_prototype
Tamil Nadu,The Nilgiris,2018,Rabi,Groundnut,918.57,1908.17,2.077,synthetic_prototype
Tamil Nadu,The Nilgiris,2018,Rabi,Wheat,1724.4,3960.23,2.297,synthetic_prototype
Tamil Nadu,The Nilgiris,2018,Rabi,Maize,2303.35,8424.2,3.657,synthetic_prototype
Tamil Nadu,The Nilgiris,2018,Rabi,Rice,11498.32,40695.46,3.539,synthetic_prototype
Tamil Nadu,The Nilgiris,2018,Summer,Rice,2703.16,9398.09,3.477,synthetic_prototype
Tamil Nadu,The Nilgiris,2018,Summer,Groundnut,1776.72,3295.35,1.855,synthetic_prototype
Tamil Nadu,The Nilgiris,2018,Summer,Watermelon,1221.75,22775.86,18.642,synthetic_prototype
Tamil Nadu,Theni,2018,Kharif,Millet,2860.63,6112.53,2.137,synthetic_prototype
Tamil Nadu,Theni,2018,Kharif,Cotton,3621.59,6286.84,1.736,synthetic_prototype
Tamil Nadu,Theni,2018,Kharif,Maize,3931.09,18377.34,4.675,synthetic_prototype
Tamil Nadu,Theni,2018,Kharif,Groundnut,3682.12,6963.99,1.891,synthetic_prototype
Tamil Nadu,Theni,2018,Rabi,Maize,7642.81,37333.81,4.885,synthetic_prototype
Tamil Nadu,Theni,2018,Rabi,Wheat,701.25,1843.75,2.629,synthetic_prototype
Tamil Nadu,Theni,2018,Rabi,Groundnut,2414.52,4598.45,1.905,synthetic_prototype
Tamil Nadu,Theni,2018,Rabi,Mustard,929.11,1211.69,1.304,synthetic_prototype
Tamil Nadu,Theni,2018,Summer,Millet,1516.96,2607.36,1.719,synthetic_prototype
Tamil Nadu,Theni,2018,Summer,Watermelon,728.98,11862.82,16.273,synthetic_prototype
Tamil Nadu,Theni,2018,Summer,Maize,2695.22,10723.99,3.979,synthetic_prototype
Tamil Nadu,Thoothukudi,2018,Kharif,Rice,4637.53,16429.13,3.543,synthetic_prototype
Tamil Nadu,Thoothukudi,2018,Kharif,Millet,3560.74,8018.87,2.252,synthetic_prototype
Tamil Nadu,Thoothukudi,2018,Kharif,Soybean,1406.81,2468.21,1.754,synthetic_prototype
Tamil Nadu,Thoothukudi,2018,Kharif,Cotton,1804.05,2724.59,1.51,synthetic_prototype
Tamil Nadu,Thoothukudi,2018,Rabi,Groundnut,1750.84,2892.99,1.652,synthetic_prototype
Tamil Nadu,Thoothukudi,2018,Rabi,Rice,9724.08,43691.46,4.493,synthetic_prototype
Tamil Nadu,Thoothukudi,2018,Rabi,Mustard,946.57,1153.98,1.219,synthetic_prototype
Tamil Nadu,Thoothukudi,2018,Rabi,Maize,6639.53,28733.92,4.328,synthetic_prototype
Tamil Nadu,Thoothukudi,2018,Summer,Rice,1529.14,5616.64,3.673,synthetic_prototype
Tamil Nadu,Thoothukudi,2018,Summer,Maize,1721.79,5857.06,3.402,synthetic_prototype
Tamil Nadu,Thoothukudi,2018,Summer,Watermelon,958.16,15900.17,16.595,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2018,Kharif,Maize,6312.57,29226.56,4.63,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2018,Kharif,Cotton,4365.11,9030.6,2.069,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2018,Kharif,Soybean,2285.39,4557.48,1.994,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2018,Kharif,Millet,2373.53,4798.83,2.022,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2018,Rabi,Maize,3823.94,15189.52,3.972,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2018,Rabi,Pulses,2639.32,2753.89,1.043,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2018,Rabi,Wheat,648.57,1558.79,2.403,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2018,Rabi,Mustard,1223.17,1553.24,1.27,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2018,Summer,Millet,1847.42,3441.47,1.863,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2018,Summer,Watermelon,1972.29,34742.05,17.615,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2018,Summer,Maize,1151.14,5072.71,4.407,synthetic_prototype
Tamil Nadu,Tirunelveli,2018,Kharif,Maize,3950.69,20734.48,5.248,synthetic_prototype
Tamil Nadu,Tirunelveli,2018,Kharif,Millet,5261.97,13992.74,2.659,synthetic_prototype
Tamil Nadu,Tirunelveli,2018,Kharif,Rice,13548.73,54055.11,3.99,synthetic_prototype
Tamil Nadu,Tirunelveli,2018,Kharif,Cotton,4251.19,7172.99,1.687,synthetic_prototype
Tamil Nadu,Tirunelveli,2018,Rabi,Pulses,4966.46,4573.6,0.921,synthetic_prototype
Tamil Nadu,Tirunelveli,2018,Rabi,Groundnut,1390.89,2975.12,2.139,synthetic_prototype
Tamil Nadu,Tirunelveli,2018,Rabi,Rice,4226.4,20274.14,4.797,synthetic_prototype
Tamil Nadu,Tirunelveli,2018,Rabi,Wheat,1599.42,3934.8,2.46,synthetic_prototype
Tamil Nadu,Tirunelveli,2018,Summer,Rice,1771.89,7176.22,4.05,synthetic_prototype
Tamil Nadu,Tirunelveli,2018,Summer,Watermelon,1576.61,29036.35,18.417,synthetic_prototype
Tamil Nadu,Tirunelveli,2018,Summer,Groundnut,801.04,1556.31,1.943,synthetic_prototype
Tamil Nadu,Tirupathur,2018,Kharif,Rice,5454.62,25545.47,4.683,synthetic_prototype
Tamil Nadu,Tirupathur,2018,Kharif,Maize,9667.9,39877.67,4.125,synthetic_prototype
Tamil Nadu,Tirupathur,2018,Kharif,Soybean,2906.04,5333.54,1.835,synthetic_prototype
Tamil Nadu,Tirupathur,2018,Kharif,Groundnut,6966.23,13767.33,1.976,synthetic_prototype
Tamil Nadu,Tirupathur,2018,Rabi,Mustard,1882.55,2282.61,1.213,synthetic_prototype
Tamil Nadu,Tirupathur,2018,Rabi,Rice,8409.93,38582.16,4.588,synthetic_prototype
Tamil Nadu,Tirupathur,2018,Rabi,Maize,4031.71,14847.28,3.683,synthetic_prototype
Tamil Nadu,Tirupathur,2018,Rabi,Pulses,1639.24,1704.03,1.04,synthetic_prototype
Tamil Nadu,Tirupathur,2018,Summer,Groundnut,4169.62,7193.44,1.725,synthetic_prototype
Tamil Nadu,Tirupathur,2018,Summer,Maize,2355.02,9296.85,3.948,synthetic_prototype
Tamil Nadu,Tirupathur,2018,Summer,Millet,741.14,1421.52,1.918,synthetic_prototype
Tamil Nadu,Tiruppur,2018,Kharif,Cotton,3161.9,6090.05,1.926,synthetic_prototype
Tamil Nadu,Tiruppur,2018,Kharif,Millet,1891.65,4353.99,2.302,synthetic_prototype
Tamil Nadu,Tiruppur,2018,Kharif,Soybean,629.24,1067.47,1.696,synthetic_prototype
Tamil Nadu,Tiruppur,2018,Kharif,Maize,8922.63,45748.11,5.127,synthetic_prototype
Tamil Nadu,Tiruppur,2018,Rabi,Maize,2853.43,12202.18,4.276,synthetic_prototype
Tamil Nadu,Tiruppur,2018,Rabi,Mustard,2277.98,2350.39,1.032,synthetic_prototype
Tamil Nadu,Tiruppur,2018,Rabi,Wheat,2372.07,5035.68,2.123,synthetic_prototype
Tamil Nadu,Tiruppur,2018,Rabi,Rice,7683.05,27865.88,3.627,synthetic_prototype
Tamil Nadu,Tiruppur,2018,Summer,Millet,1257.99,2772.56,2.204,synthetic_prototype
Tamil Nadu,Tiruppur,2018,Summer,Maize,1666.87,5701.98,3.421,synthetic_prototype
Tamil Nadu,Tiruppur,2018,Summer,Groundnut,2431.73,5191.42,2.135,synthetic_prototype
Tamil Nadu,Tiruvallur,2018,Kharif,Groundnut,6971.63,12405.89,1.779,synthetic_prototype
Tamil Nadu,Tiruvallur,2018,Kharif,Soybean,980.97,1729.74,1.763,synthetic_prototype
Tamil Nadu,Tiruvallur,2018,Kharif,Maize,8660.68,45125.79,5.21,synthetic_prototype
Tamil Nadu,Tiruvallur,2018,Kharif,Cotton,4927.02,7195.79,1.46,synthetic_prototype
Tamil Nadu,Tiruvallur,2018,Rabi,Rice,14560.4,53763.02,3.692,synthetic_prototype
Tamil Nadu,Tiruvallur,2018,Rabi,Groundnut,2133.39,4722.45,2.214,synthetic_prototype
Tamil Nadu,Tiruvallur,2018,Rabi,Mustard,561.58,766.16,1.364,synthetic_prototype
Tamil Nadu,Tiruvallur,2018,Rabi,Wheat,2082.11,5063.8,2.432,synthetic_prototype
Tamil Nadu,Tiruvallur,2018,Summer,Groundnut,2731.64,4599.59,1.684,synthetic_prototype
Tamil Nadu,Tiruvallur,2018,Summer,Rice,7262.09,25469.71,3.507,synthetic_prototype
Tamil Nadu,Tiruvallur,2018,Summer,Maize,1448.02,6922.07,4.78,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2018,Kharif,Groundnut,3258.34,7523.63,2.309,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2018,Kharif,Rice,8497.04,36593.43,4.307,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2018,Kharif,Maize,1991.67,10567.83,5.306,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2018,Kharif,Millet,2483.54,4855.97,1.955,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2018,Rabi,Rice,3304.47,13682.28,4.141,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2018,Rabi,Groundnut,4470.22,8790.11,1.966,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2018,Rabi,Wheat,1012.31,2975.03,2.939,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2018,Rabi,Pulses,985.86,981.14,0.995,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2018,Summer,Watermelon,1377.05,22723.45,16.502,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2018,Summer,Groundnut,731.51,1382.34,1.89,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2018,Summer,Rice,3056.35,9342.35,3.057,synthetic_prototype
Tamil Nadu,Tiruvarur,2018,Kharif,Rice,10526.3,42047.55,3.995,synthetic_prototype
Tamil Nadu,Tiruvarur,2018,Kharif,Millet,2450.87,5182.7,2.115,synthetic_prototype
Tamil Nadu,Tiruvarur,2018,Kharif,Soybean,949.87,1785.08,1.879,synthetic_prototype
Tamil Nadu,Tiruvarur,2018,Kharif,Groundnut,2964.87,5294.96,1.786,synthetic_prototype
Tamil Nadu,Tiruvarur,2018,Rabi,Rice,10209.37,38006.43,3.723,synthetic_prototype
Tamil Nadu,Tiruvarur,2018,Rabi,Pulses,957.15,860.11,0.899,synthetic_prototype
Tamil Nadu,Tiruvarur,2018,Rabi,Mustard,2008.83,2759.69,1.374,synthetic_prototype
Tamil Nadu,Tiruvarur,2018,Rabi,Wheat,2223.3,6244.59,2.809,synthetic_prototype
Tamil Nadu,Tiruvarur,2018,Summer,Watermelon,1400.65,25004.42,17.852,synthetic_prototype
Tamil Nadu,Tiruvarur,2018,Summer,Millet,2100.72,3686.33,1.755,synthetic_prototype
Tamil Nadu,Tiruvarur,2018,Summer,Maize,1110.87,5128.21,4.616,synthetic_prototype
Tamil Nadu,Vellore,2018,Kharif,Cotton,2801.24,4621.36,1.65,synthetic_prototype
Tamil Nadu,Vellore,2018,Kharif,Soybean,3377.13,6414.27,1.899,synthetic_prototype
Tamil Nadu,Vellore,2018,Kharif,Maize,7416.15,28913.0,3.899,synthetic_prototype
Tamil Nadu,Vellore,2018,Kharif,Millet,5007.14,11531.33,2.303,synthetic_prototype
Tamil Nadu,Vellore,2018,Rabi,Wheat,1262.78,3327.45,2.635,synthetic_prototype
Tamil Nadu,Vellore,2018,Rabi,Groundnut,5416.66,10257.06,1.894,synthetic_prototype
Tamil Nadu,Vellore,2018,Rabi,Rice,4116.01,20438.36,4.966,synthetic_prototype
Tamil Nadu,Vellore,2018,Rabi,Maize,3037.27,13520.1,4.451,synthetic_prototype
Tamil Nadu,Vellore,2018,Summer,Millet,1894.98,3331.26,1.758,synthetic_prototype
Tamil Nadu,Vellore,2018,Summer,Watermelon,698.0,11822.4,16.937,synthetic_prototype
Tamil Nadu,Vellore,2018,Summer,Maize,1600.68,5704.65,3.564,synthetic_prototype
Tamil Nadu,Viluppuram,2018,Kharif,Maize,5354.08,20588.93,3.845,synthetic_prototype
Tamil Nadu,Viluppuram,2018,Kharif,Rice,10052.81,42087.73,4.187,synthetic_prototype
Tamil Nadu,Viluppuram,2018,Kharif,Cotton,4193.0,7905.05,1.885,synthetic_prototype
Tamil Nadu,Viluppuram,2018,Kharif,Groundnut,3935.47,7115.03,1.808,synthetic_prototype
Tamil Nadu,Viluppuram,2018,Rabi,Rice,4002.32,13949.59,3.485,synthetic_prototype
Tamil Nadu,Viluppuram,2018,Rabi,Pulses,2426.4,2211.87,0.912,synthetic_prototype
Tamil Nadu,Viluppuram,2018,Rabi,Mustard,1405.25,1867.21,1.329,synthetic_prototype
Tamil Nadu,Viluppuram,2018,Rabi,Wheat,1839.06,5760.8,3.132,synthetic_prototype
Tamil Nadu,Viluppuram,2018,Summer,Millet,1215.4,2279.66,1.876,synthetic_prototype
Tamil Nadu,Viluppuram,2018,Summer,Rice,1816.49,6256.85,3.444,synthetic_prototype
Tamil Nadu,Viluppuram,2018,Summer,Watermelon,868.2,13210.85,15.216,synthetic_prototype
Tamil Nadu,Virudhunagar,2018,Kharif,Soybean,1983.93,3727.95,1.879,synthetic_prototype
Tamil Nadu,Virudhunagar,2018,Kharif,Cotton,1820.3,3830.05,2.104,synthetic_prototype
Tamil Nadu,Virudhunagar,2018,Kharif,Rice,10509.83,36765.02,3.498,synthetic_prototype
Tamil Nadu,Virudhunagar,2018,Kharif,Millet,1838.88,4312.54,2.345,synthetic_prototype
Tamil Nadu,Virudhunagar,2018,Rabi,Wheat,1746.93,5301.31,3.035,synthetic_prototype
Tamil Nadu,Virudhunagar,2018,Rabi,Rice,10787.85,43185.55,4.003,synthetic_prototype
Tamil Nadu,Virudhunagar,2018,Rabi,Pulses,2473.82,2245.51,0.908,synthetic_prototype
Tamil Nadu,Virudhunagar,2018,Rabi,Maize,3564.19,15773.39,4.426,synthetic_prototype
Tamil Nadu,Virudhunagar,2018,Summer,Maize,1022.99,4016.49,3.926,synthetic_prototype
Tamil Nadu,Virudhunagar,2018,Summer,Rice,6218.95,22126.22,3.558,synthetic_prototype
Tamil Nadu,Virudhunagar,2018,Summer,Watermelon,552.57,8980.62,16.253,synthetic_prototype
Tamil Nadu,Ariyalur,2019,Kharif,Groundnut,4735.74,8138.2,1.718,synthetic_prototype
Tamil Nadu,Ariyalur,2019,Kharif,Maize,5398.52,30130.89,5.581,synthetic_prototype
Tamil Nadu,Ariyalur,2019,Kharif,Cotton,1963.11,3716.34,1.893,synthetic_prototype
Tamil Nadu,Ariyalur,2019,Kharif,Millet,3999.83,9547.44,2.387,synthetic_prototype
Tamil Nadu,Ariyalur,2019,Rabi,Rice,4541.64,18143.01,3.995,synthetic_prototype
Tamil Nadu,Ariyalur,2019,Rabi,Wheat,457.89,1126.66,2.461,synthetic_prototype
Tamil Nadu,Ariyalur,2019,Rabi,Maize,6539.97,30775.45,4.706,synthetic_prototype
Tamil Nadu,Ariyalur,2019,Rabi,Groundnut,2813.94,5691.18,2.022,synthetic_prototype
Tamil Nadu,Ariyalur,2019,Summer,Watermelon,799.25,14402.72,18.02,synthetic_prototype
Tamil Nadu,Ariyalur,2019,Summer,Rice,4199.68,13739.22,3.271,synthetic_prototype
Tamil Nadu,Ariyalur,2019,Summer,Groundnut,1596.53,3405.54,2.133,synthetic_prototype
Tamil Nadu,Chengalpattu,2019,Kharif,Cotton,2470.98,3940.12,1.595,synthetic_prototype
Tamil Nadu,Chengalpattu,2019,Kharif,Groundnut,3623.63,7162.07,1.976,synthetic_prototype
Tamil Nadu,Chengalpattu,2019,Kharif,Millet,4466.07,11504.14,2.576,synthetic_prototype
Tamil Nadu,Chengalpattu,2019,Kharif,Soybean,1851.89,4228.56,2.283,synthetic_prototype
Tamil Nadu,Chengalpattu,2019,Rabi,Maize,3614.3,16471.17,4.557,synthetic_prototype
Tamil Nadu,Chengalpattu,2019,Rabi,Rice,9486.22,43577.09,4.594,synthetic_prototype
Tamil Nadu,Chengalpattu,2019,Rabi,Wheat,1360.23,3602.87,2.649,synthetic_prototype
Tamil Nadu,Chengalpattu,2019,Rabi,Mustard,1793.46,2040.69,1.138,synthetic_prototype
Tamil Nadu,Chengalpattu,2019,Summer,Maize,2810.82,11678.85,4.155,synthetic_prototype
Tamil Nadu,Chengalpattu,2019,Summer,Rice,4238.97,17573.25,4.146,synthetic_prototype
Tamil Nadu,Chengalpattu,2019,Summer,Watermelon,664.23,11578.87,17.432,synthetic_prototype
Tamil Nadu,Chennai,2019,Kharif,Millet,2141.18,4782.84,2.234,synthetic_prototype
Tamil Nadu,Chennai,2019,Kharif,Rice,6348.15,25170.02,3.965,synthetic_prototype
Tamil Nadu,Chennai,2019,Kharif,Soybean,1122.48,2507.38,2.234,synthetic_prototype
Tamil Nadu,Chennai,2019,Kharif,Maize,4851.91,24163.71,4.98,synthetic_prototype
Tamil Nadu,Chennai,2019,Rabi,Groundnut,2829.46,5200.46,1.838,synthetic_prototype
Tamil Nadu,Chennai,2019,Rabi,Maize,4041.06,20039.66,4.959,synthetic_prototype
Tamil Nadu,Chennai,2019,Rabi,Rice,2278.28,11435.4,5.019,synthetic_prototype
Tamil Nadu,Chennai,2019,Rabi,Mustard,1391.64,1982.99,1.425,synthetic_prototype
Tamil Nadu,Chennai,2019,Summer,Rice,1839.85,7759.24,4.217,synthetic_prototype
Tamil Nadu,Chennai,2019,Summer,Groundnut,1903.71,3772.19,1.981,synthetic_prototype
Tamil Nadu,Chennai,2019,Summer,Millet,1765.97,4322.19,2.447,synthetic_prototype
Tamil Nadu,Coimbatore,2019,Kharif,Soybean,1243.26,2719.69,2.188,synthetic_prototype
Tamil Nadu,Coimbatore,2019,Kharif,Groundnut,2002.87,3681.23,1.838,synthetic_prototype
Tamil Nadu,Coimbatore,2019,Kharif,Millet,4035.95,8971.76,2.223,synthetic_prototype
Tamil Nadu,Coimbatore,2019,Kharif,Rice,8189.7,33064.21,4.037,synthetic_prototype
Tamil Nadu,Coimbatore,2019,Rabi,Maize,5262.63,25723.99,4.888,synthetic_prototype
Tamil Nadu,Coimbatore,2019,Rabi,Rice,9343.44,32247.34,3.451,synthetic_prototype
Tamil Nadu,Coimbatore,2019,Rabi,Mustard,953.76,1262.72,1.324,synthetic_prototype
Tamil Nadu,Coimbatore,2019,Rabi,Groundnut,1877.75,3773.63,2.01,synthetic_prototype
Tamil Nadu,Coimbatore,2019,Summer,Rice,1629.15,5421.59,3.328,synthetic_prototype
Tamil Nadu,Coimbatore,2019,Summer,Maize,1160.37,4370.71,3.767,synthetic_prototype
Tamil Nadu,Coimbatore,2019,Summer,Groundnut,1123.17,2237.8,1.992,synthetic_prototype
Tamil Nadu,Cuddalore,2019,Kharif,Cotton,3277.35,5022.79,1.533,synthetic_prototype
Tamil Nadu,Cuddalore,2019,Kharif,Millet,2069.88,4931.29,2.382,synthetic_prototype
Tamil Nadu,Cuddalore,2019,Kharif,Maize,8538.96,37572.3,4.4,synthetic_prototype
Tamil Nadu,Cuddalore,2019,Kharif,Rice,5006.77,18377.79,3.671,synthetic_prototype
Tamil Nadu,Cuddalore,2019,Rabi,Maize,2555.64,11918.59,4.664,synthetic_prototype
Tamil Nadu,Cuddalore,2019,Rabi,Groundnut,2965.73,5580.86,1.882,synthetic_prototype
Tamil Nadu,Cuddalore,2019,Rabi,Rice,8283.4,31489.08,3.801,synthetic_prototype
Tamil Nadu,Cuddalore,2019,Rabi,Mustard,1054.36,1499.63,1.422,synthetic_prototype
Tamil Nadu,Cuddalore,2019,Summer,Millet,763.95,1319.54,1.727,synthetic_prototype
Tamil Nadu,Cuddalore,2019,Summer,Maize,2706.65,11667.32,4.311,synthetic_prototype
Tamil Nadu,Cuddalore,2019,Summer,Groundnut,961.97,1754.16,1.824,synthetic_prototype
Tamil Nadu,Dharmapuri,2019,Kharif,Groundnut,5609.43,11273.8,2.01,synthetic_prototype
Tamil Nadu,Dharmapuri,2019,Kharif,Millet,2279.16,5342.76,2.344,synthetic_prototype
Tamil Nadu,Dharmapuri,2019,Kharif,Soybean,3207.5,5852.91,1.825,synthetic_prototype
Tamil Nadu,Dharmapuri,2019,Kharif,Cotton,5564.22,10379.82,1.865,synthetic_prototype
Tamil Nadu,Dharmapuri,2019,Rabi,Wheat,1045.17,3225.32,3.086,synthetic_prototype
Tamil Nadu,Dharmapuri,2019,Rabi,Mustard,2376.81,2691.02,1.132,synthetic_prototype
Tamil Nadu,Dharmapuri,2019,Rabi,Pulses,1305.87,1444.92,1.106,synthetic_prototype
Tamil Nadu,Dharmapuri,2019,Rabi,Maize,7057.31,29991.57,4.25,synthetic_prototype
Tamil Nadu,Dharmapuri,2019,Summer,Rice,1952.45,8548.86,4.379,synthetic_prototype
Tamil Nadu,Dharmapuri,2019,Summer,Groundnut,1233.91,1891.43,1.533,synthetic_prototype
Tamil Nadu,Dharmapuri,2019,Summer,Maize,4129.13,14717.93,3.564,synthetic_prototype
Tamil Nadu,Dindigul,2019,Kharif,Cotton,4509.2,8260.43,1.832,synthetic_prototype
Tamil Nadu,Dindigul,2019,Kharif,Groundnut,5273.33,9893.7,1.876,synthetic_prototype
Tamil Nadu,Dindigul,2019,Kharif,Soybean,1811.65,3759.86,2.075,synthetic_prototype
Tamil Nadu,Dindigul,2019,Kharif,Millet,1655.06,3811.8,2.303,synthetic_prototype
Tamil Nadu,Dindigul,2019,Rabi,Groundnut,3902.05,7940.72,2.035,synthetic_prototype
Tamil Nadu,Dindigul,2019,Rabi,Maize,5932.63,21705.66,3.659,synthetic_prototype
Tamil Nadu,Dindigul,2019,Rabi,Mustard,1419.37,1935.36,1.364,synthetic_prototype
Tamil Nadu,Dindigul,2019,Rabi,Pulses,3380.88,4239.32,1.254,synthetic_prototype
Tamil Nadu,Dindigul,2019,Summer,Rice,2946.74,13401.2,4.548,synthetic_prototype
Tamil Nadu,Dindigul,2019,Summer,Millet,1788.71,3409.34,1.906,synthetic_prototype
Tamil Nadu,Dindigul,2019,Summer,Watermelon,1222.38,22917.56,18.748,synthetic_prototype
Tamil Nadu,Erode,2019,Kharif,Groundnut,7557.31,16835.81,2.228,synthetic_prototype
Tamil Nadu,Erode,2019,Kharif,Soybean,1594.49,2609.94,1.637,synthetic_prototype
Tamil Nadu,Erode,2019,Kharif,Rice,8855.13,35031.32,3.956,synthetic_prototype
Tamil Nadu,Erode,2019,Kharif,Millet,4522.8,11658.04,2.578,synthetic_prototype
Tamil Nadu,Erode,2019,Rabi,Maize,3512.53,14649.38,4.171,synthetic_prototype
Tamil Nadu,Erode,2019,Rabi,Pulses,1247.16,1238.67,0.993,synthetic_prototype
Tamil Nadu,Erode,2019,Rabi,Wheat,1660.32,3631.83,2.187,synthetic_prototype
Tamil Nadu,Erode,2019,Rabi,Mustard,1379.58,1392.9,1.01,synthetic_prototype
Tamil Nadu,Erode,2019,Summer,Watermelon,1293.91,20691.05,15.991,synthetic_prototype
Tamil Nadu,Erode,2019,Summer,Millet,2293.61,5643.75,2.461,synthetic_prototype
Tamil Nadu,Erode,2019,Summer,Groundnut,2867.94,6224.14,2.17,synthetic_prototype
Tamil Nadu,Kallakurichi,2019,Kharif,Groundnut,5409.15,10297.77,1.904,synthetic_prototype
Tamil Nadu,Kallakurichi,2019,Kharif,Rice,9441.42,34150.09,3.617,synthetic_prototype
Tamil Nadu,Kallakurichi,2019,Kharif,Soybean,2303.62,3681.87,1.598,synthetic_prototype
Tamil Nadu,Kallakurichi,2019,Kharif,Millet,5757.99,15566.3,2.703,synthetic_prototype
Tamil Nadu,Kallakurichi,2019,Rabi,Groundnut,3543.79,5791.74,1.634,synthetic_prototype
Tamil Nadu,Kallakurichi,2019,Rabi,Rice,6886.93,30437.61,4.42,synthetic_prototype
Tamil Nadu,Kallakurichi,2019,Rabi,Mustard,1191.36,1374.09,1.153,synthetic_prototype
Tamil Nadu,Kallakurichi,2019,Rabi,Pulses,3096.29,3241.53,1.047,synthetic_prototype
Tamil Nadu,Kallakurichi,2019,Summer,Rice,4391.62,15734.46,3.583,synthetic_prototype
Tamil Nadu,Kallakurichi,2019,Summer,Watermelon,611.07,9147.97,14.97,synthetic_prototype
Tamil Nadu,Kallakurichi,2019,Summer,Maize,5515.88,27330.68,4.955,synthetic_prototype
Tamil Nadu,Kanchipuram,2019,Kharif,Maize,7786.41,42141.66,5.412,synthetic_prototype
Tamil Nadu,Kanchipuram,2019,Kharif,Cotton,2654.39,3858.56,1.454,synthetic_prototype
Tamil Nadu,Kanchipuram,2019,Kharif,Groundnut,4316.39,9036.07,2.093,synthetic_prototype
Tamil Nadu,Kanchipuram,2019,Kharif,Soybean,3028.85,5728.19,1.891,synthetic_prototype
Tamil Nadu,Kanchipuram,2019,Rabi,Mustard,592.52,667.23,1.126,synthetic_prototype
Tamil Nadu,Kanchipuram,2019,Rabi,Wheat,1826.49,5478.55,3.0,synthetic_prototype
Tamil Nadu,Kanchipuram,2019,Rabi,Maize,7128.11,37121.75,5.208,synthetic_prototype
Tamil Nadu,Kanchipuram,2019,Rabi,Pulses,1191.43,1072.44,0.9,synthetic_prototype
Tamil Nadu,Kanchipuram,2019,Summer,Rice,4765.22,21479.74,4.508,synthetic_prototype
Tamil Nadu,Kanchipuram,2019,Summer,Watermelon,986.95,18246.62,18.488,synthetic_prototype
Tamil Nadu,Kanchipuram,2019,Summer,Millet,1713.14,2986.11,1.743,synthetic_prototype
Tamil Nadu,Kanniyakumari,2019,Kharif,Cotton,3278.91,6255.31,1.908,synthetic_prototype
Tamil Nadu,Kanniyakumari,2019,Kharif,Groundnut,4801.85,10925.91,2.275,synthetic_prototype
Tamil Nadu,Kanniyakumari,2019,Kharif,Maize,6784.7,38461.37,5.669,synthetic_prototype
Tamil Nadu,Kanniyakumari,2019,Kharif,Millet,7407.82,20586.58,2.779,synthetic_prototype
Tamil Nadu,Kanniyakumari,2019,Rabi,Maize,8848.79,36114.76,4.081,synthetic_prototype
Tamil Nadu,Kanniyakumari,2019,Rabi,Rice,10177.75,38009.22,3.735,synthetic_prototype
Tamil Nadu,Kanniyakumari,2019,Rabi,Pulses,3823.07,3534.56,0.925,synthetic_prototype
Tamil Nadu,Kanniyakumari,2019,Rabi,Groundnut,2296.44,4933.67,2.148,synthetic_prototype
Tamil Nadu,Kanniyakumari,2019,Summer,Maize,3971.87,17815.55,4.485,synthetic_prototype
Tamil Nadu,Kanniyakumari,2019,Summer,Watermelon,1228.16,23064.04,18.779,synthetic_prototype
Tamil Nadu,Kanniyakumari,2019,Summer,Millet,3143.6,5473.72,1.741,synthetic_prototype
Tamil Nadu,Karur,2019,Kharif,Millet,1240.55,3076.73,2.48,synthetic_prototype
Tamil Nadu,Karur,2019,Kharif,Maize,5213.73,29472.31,5.653,synthetic_prototype
